AssetId,AssetTag,SerialNumber,Manufacturer,Model,AssetCategoryId,DepartmentId,PurchaseDate,PurchasePrice,BookValue,VendorId,Status,Condition,RoomId,WarrantyExpiration,IsUnderWarranty,Description,LastAuditDate,RecordStatus
248,CNT-000248,DSG-NEC-2024-00248,NEC,QM65B,29,15,2024-08-17,2108.45,1195.89,7,Active,Good,41,2029-08-16,True,Asset NEC QM65B - CNT-000248,2023-09-30,Active
249,CNT-000249,KBM-MIC-2020-00249,Microsoft,150 Wireless Combo,25,48,2020-03-06,97.31,34.49,23,Repair,Excellent,179,2022-03-06,True,Asset Microsoft 150 Wireless Combo - CNT-000249,2023-12-27,Active
250,CNT-000250,SCN-CAN-2022-00250,Canon,ADS-2800W,19,15,2022-05-06,1573.22,270.92,15,Active,Good,155,2025-05-05,True,Asset Canon ADS-2800W - CNT-000250,2024-05-04,Active
251,CNT-000251,VCF-POL-2020-00251,Poly,Studio X70,11,21,2020-12-06,11147.2,8643.84,2,Active,Good,16,2023-12-06,False,Asset Poly Studio X70 - CNT-000251,2023-04-24,Active
252,CNT-000252,SRV-LEN-2022-00252,Lenovo,UCS C220 M6,3,11,2022-02-11,17070.61,3570.51,28,Disposed,Excellent,188,2027-02-10,True,Asset Lenovo UCS C220 M6 - CNT-000252,2023-11-21,Active
253,CNT-000253,EHD-LAC-2023-00253,LaCie,My Passport 4TB,23,45,2023-10-27,118.58,40.96,9,Active,Excellent,76,2025-10-26,True,Asset LaCie My Passport 4TB - CNT-000253,2024-02-05,Active
254,CNT-000254,NET-UBI-2024-00254,Ubiquiti,FortiSwitch 148E-POE,6,32,2024-10-08,9774.88,1791.62,22,Retired,Good,37,2029-10-07,False,Asset Ubiquiti FortiSwitch 148E-POE - CNT-000254,2023-09-01,Active
255,CNT-000255,VCF-POL-2024-00255,Poly,Room Kit Plus,11,29,2024-12-22,8210.58,6645.01,17,Active,Good,3,2027-12-22,False,Asset Poly Room Kit Plus - CNT-000255,2023-03-11,Active
256,CNT-000256,STR-NET-2018-00256,NetApp,AFF A400,9,27,2018-07-15,59141.59,51765.54,25,Assigned,Good,127,2023-07-14,True,Asset NetApp AFF A400 - CNT-000256,2024-01-20,Active
257,CNT-000257,TST-ROH-2019-00257,Rohde & Schwarz,TDS3034C,27,2,2019-08-03,12088.32,1531.96,17,Active,Good,82,2024-08-01,True,Asset Rohde & Schwarz TDS3034C - CNT-000257,2023-12-17,Active
258,CNT-000258,DSG-PLA-2023-00258,Planar,C651Q,29,22,2023-02-18,4738.25,4181.19,40,Assigned,Excellent,153,2028-02-17,True,Asset Planar C651Q - CNT-000258,2024-03-17,Active
259,CNT-000259,LBL-DAT-2018-00259,Datamax,DYMO LabelWriter 550,20,45,2018-02-11,243.89,61.46,47,Retired,Good,142,2021-02-10,False,Asset Datamax DYMO LabelWriter 550 - CNT-000259,2023-09-29,Active
260,CNT-000260,UPS-EAT-2018-00260,Eaton,Smart-UPS 1500VA,10,4,2018-07-19,2883.41,1420.83,1,Assigned,Good,93,2023-07-18,False,Asset Eaton Smart-UPS 1500VA - CNT-000260,2023-10-29,Active
261,CNT-000261,MOB-APP-2019-00261,Apple,iPhone 15 Pro,7,8,2019-03-21,704.27,116.59,26,Assigned,Excellent,79,2021-03-20,True,Asset Apple iPhone 15 Pro - CNT-000261,2023-09-29,Active
262,CNT-000262,CAM-HIK-2020-00262,Hikvision,Wisenet XNV-8300R,21,29,2020-07-12,442.56,60.05,17,Active,Fair,120,2025-07-11,True,Asset Hikvision Wisenet XNV-8300R - CNT-000262,2023-03-05,Active
263,CNT-000263,KBM-LOG-2023-00263,Logitech,MX Keys S,25,38,2023-06-26,158.29,138.75,36,Active,Poor,59,2025-06-25,False,Asset Logitech MX Keys S - CNT-000263,2024-03-04,Active
264,CNT-000264,SCN-CAN-2020-00264,Canon,ADS-2800W,19,33,2020-02-13,2727.78,1831.55,34,Disposed,Good,147,2023-02-12,False,Asset Canon ADS-2800W - CNT-000264,2023-05-04,Active
265,CNT-000265,NET-ARU-2024-00265,Aruba,Aruba 6300M,6,44,2024-04-05,1118.8,182.02,13,Lost,Good,112,2029-04-04,False,Asset Aruba Aruba 6300M - CNT-000265,2023-09-22,Active
266,CNT-000266,RCK-APC-2021-00266,APC,NetShelter SX 42U,30,34,2021-09-13,4640.41,3644.11,1,Disposed,Good,118,2028-09-11,True,Asset APC NetShelter SX 42U - CNT-000266,2024-03-05,Active
267,CNT-000267,AUD-PLA-2022-00267,Plantronics,Voyager Focus 2,14,7,2022-10-19,630.86,537.32,50,Active,Fair,145,2025-10-18,False,Asset Plantronics Voyager Focus 2 - CNT-000267,2023-12-19,Active
268,CNT-000268,STR-SEA-2022-00268,Seagate,IronWolf Pro 20TB,9,10,2022-10-16,4922.32,1576.77,39,Reserved,Poor,159,2027-10-15,False,Asset Seagate IronWolf Pro 20TB - CNT-000268,2023-02-09,Active
269,CNT-000269,DSG-NEC-2018-00269,NEC,C651Q,29,2,2018-12-16,4643.76,3796.85,20,Active,Fair,87,2023-12-15,True,Asset NEC C651Q - CNT-000269,2024-05-18,Active
270,CNT-000270,HHS-HON-2020-00270,Honeywell,CT40 XP,28,47,2020-12-15,974.03,347.43,39,Reserved,Good,107,2022-12-15,False,Asset Honeywell CT40 XP - CNT-000270,2023-07-12,Active
271,CNT-000271,MOB-MOT-2024-00271,Motorola,Moto G Power,7,11,2024-09-28,761.74,110.43,20,Retired,Good,17,2026-09-28,True,Asset Motorola Moto G Power - CNT-000271,2024-02-18,Active
272,CNT-000272,KBM-LOG-2019-00272,Logitech,Ergonomic Desktop,25,4,2019-04-27,61.53,7.78,46,Active,Fair,93,2021-04-26,False,Asset Logitech Ergonomic Desktop - CNT-000272,2024-01-13,Active
273,CNT-000273,FIL-LOR-2023-00273,Lorell,Series C Lateral,17,12,2023-01-08,392.1,225.55,38,Maintenance,Fair,122,2030-01-06,True,Asset Lorell Series C Lateral - CNT-000273,2023-12-19,Active
274,CNT-000274,TST-KEY-2020-00274,Keysight,Fluke 87V,27,50,2020-01-13,1219.94,955.28,15,Reserved,Good,55,2025-01-11,False,Asset Keysight Fluke 87V - CNT-000274,2023-07-31,Active
275,CNT-000275,CAM-HIK-2024-00275,Hikvision,P3245-V,21,12,2024-11-01,816.33,168.04,1,Active,Fair,154,2029-10-31,False,Asset Hikvision P3245-V - CNT-000275,2023-11-09,Active
276,CNT-000276,AUD-SHU-2021-00276,Shure,Zone 900,14,40,2021-05-07,426.69,273.83,38,Active,Excellent,102,2024-05-06,False,Asset Shure Zone 900 - CNT-000276,2024-01-19,Active
277,CNT-000277,UPS-APC-2018-00277,APC,GXT5 3000VA,10,17,2018-06-09,3310.8,2612.86,46,Reserved,Fair,168,2023-06-08,True,Asset APC GXT5 3000VA - CNT-000277,2023-07-12,Active
278,CNT-000278,FIL-HON-2024-00278,Hon,Series C Lateral,17,47,2024-10-13,579.34,373.45,42,Assigned,Fair,7,2031-10-12,False,Asset Hon Series C Lateral - CNT-000278,2023-09-23,Active
279,CNT-000279,PRJ-NEC-2022-00279,NEC,PowerLite 2250U,13,46,2022-12-19,3356.05,1256.95,44,Maintenance,Excellent,57,2025-12-18,False,Asset NEC PowerLite 2250U - CNT-000279,2024-01-03,Active
280,CNT-000280,HHS-HON-2020-00280,Honeywell,CT40 XP,28,36,2020-02-16,327.94,100.65,12,Reserved,Fair,196,2022-02-15,True,Asset Honeywell CT40 XP - CNT-000280,2023-04-02,Active
281,CNT-000281,PHN-POL-2021-00281,Poly,T58A,12,8,2021-06-12,267.25,89.59,4,Lost,Good,121,2024-06-11,True,Asset Poly T58A - CNT-000281,2024-04-28,Active
282,CNT-000282,FIL-STE-2022-00282,Steelcase,Radius Box/Box/File,17,9,2022-05-14,185.14,145.04,22,Assigned,Excellent,52,2029-05-12,False,Asset Steelcase Radius Box/Box/File - CNT-000282,2023-05-27,Active
283,CNT-000283,HHS-HON-2021-00283,Honeywell,MC3300xR,28,4,2021-06-21,1186.64,416.19,29,Active,Good,2,2023-06-21,True,Asset Honeywell MC3300xR - CNT-000283,2023-06-22,Active
284,CNT-000284,CHR-STE-2022-00284,Steelcase,Aeron Chair,16,31,2022-07-21,1030.0,456.52,1,Active,Good,99,2027-07-20,False,Asset Steelcase Aeron Chair - CNT-000284,2023-07-24,Active
285,CNT-000285,LAP-LEN-2018-00285,Lenovo,ProBook 450 G10,1,45,2018-11-01,2492.05,745.27,20,Active,Good,89,2020-10-31,False,Asset Lenovo ProBook 450 G10 - CNT-000285,2024-01-28,Active
286,CNT-000286,NET-CIS-2020-00286,Cisco,Catalyst 9300,6,22,2020-05-15,11053.56,6378.96,44,Active,Fair,112,2025-05-14,False,Asset Cisco Catalyst 9300 - CNT-000286,2024-05-16,Active
287,CNT-000287,KBM-MIC-2024-00287,Microsoft,Ergonomic Desktop,25,9,2024-07-01,95.68,65.23,47,Active,Good,55,2026-07-01,True,Asset Microsoft Ergonomic Desktop - CNT-000287,2023-06-23,Active
288,CNT-000288,PHN-CIS-2023-00288,Cisco,DP720,12,4,2023-05-25,390.63,54.25,7,Reserved,Excellent,170,2026-05-24,True,Asset Cisco DP720 - CNT-000288,2023-02-19,Active
289,CNT-000289,AUD-SHU-2018-00289,Shure,MXA920,14,45,2018-09-09,432.08,96.14,41,Active,Fair,176,2021-09-08,True,Asset Shure MXA920 - CNT-000289,2024-03-06,Active
290,CNT-000290,ACS-SOF-2021-00290,Software House,PD-REX,22,8,2021-02-17,2240.67,435.11,7,Assigned,Good,201,2026-02-16,False,Asset Software House PD-REX - CNT-000290,2023-07-24,Active
291,CNT-000291,TST-TEK-2023-00291,Tektronix,DSO-X 3024T,27,14,2023-07-10,2825.42,1521.52,31,Assigned,Good,177,2028-07-08,True,Asset Tektronix DSO-X 3024T - CNT-000291,2023-01-03,Active
292,CNT-000292,ACS-HID-2024-00292,HID,multiCLASS RP40,22,50,2024-10-22,1634.08,1404.58,5,Retired,Good,131,2029-10-21,True,Asset HID multiCLASS RP40 - CNT-000292,2023-09-20,Active
293,CNT-000293,DSK-KNO-2021-00293,Knoll,Antenna Desk,15,19,2021-01-04,2107.67,1684.69,44,Assigned,Poor,93,2028-01-03,True,Asset Knoll Antenna Desk - CNT-000293,2023-04-29,Active
294,CNT-000294,HHS-ZEB-2024-00294,Zebra,MC3300xR,28,29,2024-03-22,847.2,307.47,18,Retired,Good,160,2026-03-22,False,Asset Zebra MC3300xR - CNT-000294,2024-01-17,Active
295,CNT-000295,NET-CIS-2021-00295,Cisco,EX2300-48T,6,31,2021-08-09,12617.77,8225.8,42,Disposed,Good,108,2026-08-08,True,Asset Cisco EX2300-48T - CNT-000295,2023-04-26,Active
296,CNT-000296,EHD-SEA-2018-00296,Seagate,My Passport 4TB,23,29,2018-07-19,186.19,103.36,40,Assigned,Fair,47,2020-07-18,True,Asset Seagate My Passport 4TB - CNT-000296,2023-01-30,Active
297,CNT-000297,CHR-HUM-2021-00297,Humanscale,Gesture Chair,16,1,2021-08-02,407.67,254.38,44,Maintenance,Good,181,2026-08-01,True,Asset Humanscale Gesture Chair - CNT-000297,2023-12-13,Active
298,CNT-000298,AUD-PLA-2020-00298,Plantronics,MXA920,14,36,2020-11-22,548.98,120.18,4,Active,Good,157,2023-11-22,False,Asset Plantronics MXA920 - CNT-000298,2024-06-01,Active
299,CNT-000299,HHS-MOT-2018-00299,Motorola Solutions,CT40 XP,28,4,2018-08-11,440.89,386.27,15,Maintenance,Poor,130,2020-08-10,True,Asset Motorola Solutions CT40 XP - CNT-000299,2024-02-17,Active
300,CNT-000300,SRV-CIS-2024-00300,Cisco UCS,UCS C220 M6,3,21,2024-10-15,8520.79,4249.87,32,Retired,Excellent,31,2029-10-14,False,Asset Cisco UCS UCS C220 M6 - CNT-000300,2023-04-16,Active
301,CNT-000301,AUD-JAB-2024-00301,Jabra,Evolve2 85,14,20,2024-02-26,522.94,311.28,36,Active,Excellent,131,2027-02-25,False,Asset Jabra Evolve2 85 - CNT-000301,2023-12-16,Active
302,CNT-000302,TST-FLU-2024-00302,Fluke,TDS3034C,27,31,2024-08-11,8622.19,5137.16,43,Assigned,Excellent,184,2029-08-10,True,Asset Fluke TDS3034C - CNT-000302,2023-04-27,Active
303,CNT-000303,KBM-MIC-2020-00303,Microsoft,MX Keys S,25,36,2020-06-27,176.73,130.77,24,Retired,Good,134,2022-06-27,True,Asset Microsoft MX Keys S - CNT-000303,2023-02-16,Active
304,CNT-000304,CHR-HER-2018-00304,Herman Miller,Liberty Chair,16,26,2018-05-20,633.07,124.46,30,Lost,Good,56,2023-05-19,True,Asset Herman Miller Liberty Chair - CNT-000304,2023-12-13,Active
305,CNT-000305,KBM-HP-2023-00305,HP,MX Keys S,25,30,2023-11-19,74.64,60.71,38,Maintenance,Good,169,2025-11-18,True,Asset HP MX Keys S - CNT-000305,2024-05-25,Active
306,CNT-000306,FIL-STE-2024-00306,Steelcase,Radius Box/Box/File,17,12,2024-10-16,750.84,544.26,38,Active,Good,178,2031-10-15,False,Asset Steelcase Radius Box/Box/File - CNT-000306,2023-04-17,Active
307,CNT-000307,ACS-SOF-2021-00307,Software House,OmniAssure,22,22,2021-10-23,2358.41,752.04,29,Disposed,Good,76,2026-10-22,False,Asset Software House OmniAssure - CNT-000307,2023-05-22,Active
308,CNT-000308,LBL-BRO-2023-00308,Brother,QL-1110NWB,20,40,2023-12-18,542.81,141.52,19,Reserved,Fair,183,2026-12-17,True,Asset Brother QL-1110NWB - CNT-000308,2023-05-16,Active
309,CNT-000309,FIL-HIR-2024-00309,Hirsh,Series C Lateral,17,43,2024-06-18,462.24,257.24,27,Reserved,Good,182,2031-06-17,False,Asset Hirsh Series C Lateral - CNT-000309,2023-10-20,Active
310,CNT-000310,SWL-MIC-2018-00310,Microsoft,Microsoft 365 E3,26,18,2018-07-05,360.02,52.31,11,Active,Fair,193,2021-07-04,True,Asset Microsoft Microsoft 365 E3 - CNT-000310,2023-05-30,Active
311,CNT-000311,EHD-LAC-2024-00311,LaCie,My Passport 4TB,23,40,2024-09-02,158.91,73.43,48,Maintenance,Good,173,2026-09-02,True,Asset LaCie My Passport 4TB - CNT-000311,2024-02-03,Active
312,CNT-000312,FIL-HIR-2021-00312,Hirsh,Series C Lateral,17,21,2021-07-14,771.86,679.74,4,Active,Fair,142,2028-07-12,False,Asset Hirsh Series C Lateral - CNT-000312,2023-07-27,Active
313,CNT-000313,TST-TEK-2024-00313,Tektronix,DSO-X 3024T,27,47,2024-10-18,11207.53,2882.3,19,Assigned,Good,50,2029-10-17,True,Asset Tektronix DSO-X 3024T - CNT-000313,2023-03-18,Active
314,CNT-000314,NET-UBI-2021-00314,Ubiquiti,Catalyst 9300,6,11,2021-01-14,4547.13,1415.94,17,Active,Fair,150,2026-01-13,True,Asset Ubiquiti Catalyst 9300 - CNT-000314,2024-04-22,Active
315,CNT-000315,DKT-HP-2022-00315,HP,ThinkCentre M90q,2,43,2022-01-25,2371.53,1405.1,32,Disposed,Good,78,2025-01-24,True,Asset HP ThinkCentre M90q - CNT-000315,2024-01-02,Active
316,CNT-000316,SWL-AUT-2019-00316,Autodesk,Adobe Creative Cloud,26,35,2019-09-03,3952.67,899.22,26,Active,Fair,138,2022-09-02,True,Asset Autodesk Adobe Creative Cloud - CNT-000316,2023-08-15,Active
317,CNT-000317,ACS-SOF-2020-00317,Software House,iSTAR Ultra,22,31,2020-05-07,2865.83,1704.09,49,Reserved,Excellent,144,2025-05-06,False,Asset Software House iSTAR Ultra - CNT-000317,2023-04-28,Active
318,CNT-000318,DSK-HER-2018-00318,Herman Miller,Sit-to-Stand 7,15,8,2018-11-11,1200.88,885.01,17,Maintenance,Fair,99,2025-11-09,False,Asset Herman Miller Sit-to-Stand 7 - CNT-000318,2023-01-26,Active
319,CNT-000319,FIL-LOR-2018-00319,Lorell,Radius Box/Box/File,17,7,2018-05-21,275.13,140.62,50,Maintenance,Good,43,2025-05-19,True,Asset Lorell Radius Box/Box/File - CNT-000319,2023-01-08,Active
320,CNT-000320,MOB-SAM-2024-00320,Samsung,Moto G Power,7,48,2024-02-07,876.43,580.37,28,Reserved,Good,199,2026-02-06,True,Asset Samsung Moto G Power - CNT-000320,2023-06-07,Active
321,CNT-000321,DSK-KNO-2018-00321,Knoll,Flex Active Frame,15,5,2018-02-02,773.78,233.32,15,Active,Poor,148,2025-01-31,False,Asset Knoll Flex Active Frame - CNT-000321,2024-02-02,Active
322,CNT-000322,CAM-HIK-2020-00322,Hikvision,P1448-LE,21,42,2020-01-13,1075.29,567.61,40,Active,Excellent,185,2025-01-11,False,Asset Hikvision P1448-LE - CNT-000322,2023-03-16,Active
323,CNT-000323,RCK-APC-2024-00323,APC,N-Type 42U,30,29,2024-11-10,5049.24,1642.08,26,Lost,Excellent,98,2031-11-09,True,Asset APC N-Type 42U - CNT-000323,2024-04-30,Active
324,CNT-000324,WBD-LEG-2023-00324,Legamaster,SMART Board MX265,18,41,2023-07-26,4149.44,2226.5,20,Reserved,Fair,37,2028-07-24,True,Asset Legamaster SMART Board MX265 - CNT-000324,2023-01-12,Active
325,CNT-000325,MON-DEL-2022-00325,Dell,UltraSharp U2722D,4,20,2022-10-13,737.15,632.17,48,Retired,Fair,54,2025-10-12,False,Asset Dell UltraSharp U2722D - CNT-000325,2023-08-05,Active
326,CNT-000326,DSG-LG-2019-00326,LG,C651Q,29,12,2019-04-20,4256.37,1087.34,37,Lost,Excellent,172,2024-04-18,True,Asset LG C651Q - CNT-000326,2024-04-17,Active
327,CNT-000327,UPS-APC-2018-00327,APC,SmartOnline 3000VA,10,23,2018-04-24,3028.8,2608.5,43,Reserved,Good,33,2023-04-23,False,Asset APC SmartOnline 3000VA - CNT-000327,2023-04-13,Active
328,CNT-000328,LBL-ZEB-2020-00328,Zebra,DYMO LabelWriter 550,20,45,2020-08-15,329.84,206.99,10,Repair,Fair,150,2023-08-15,False,Asset Zebra DYMO LabelWriter 550 - CNT-000328,2023-11-20,Active
329,CNT-000329,NET-CIS-2019-00329,Cisco,FortiSwitch 148E-POE,6,24,2019-04-23,11227.34,5039.94,44,Retired,Fair,35,2024-04-21,False,Asset Cisco FortiSwitch 148E-POE - CNT-000329,2024-05-06,Active
330,CNT-000330,DSK-KNO-2021-00330,Knoll,Antenna Desk,15,18,2021-09-04,769.12,450.17,35,Active,Fair,36,2028-09-02,True,Asset Knoll Antenna Desk - CNT-000330,2023-03-20,Active
331,CNT-000331,DSG-SAM-2024-00331,Samsung,QM65B,29,3,2024-10-19,2323.11,1328.89,17,Maintenance,Good,142,2029-10-18,True,Asset Samsung QM65B - CNT-000331,2024-04-28,Active
332,CNT-000332,PHN-GRA-2024-00332,Grandstream,VVX 450,12,33,2024-10-24,535.72,110.95,6,Assigned,Fair,131,2027-10-24,True,Asset Grandstream VVX 450 - CNT-000332,2024-05-29,Active
333,CNT-000333,ACS-LEN-2024-00333,Lenel,PD-REX,22,37,2024-09-05,1504.8,366.14,10,Retired,Excellent,169,2029-09-04,True,Asset Lenel PD-REX - CNT-000333,2024-01-03,Active
334,CNT-000334,TAB-LEN-2018-00334,Lenovo,Galaxy Tab S9,8,34,2018-05-12,657.42,417.38,25,Assigned,Excellent,93,2020-05-11,True,Asset Lenovo Galaxy Tab S9 - CNT-000334,2023-02-17,Active
335,CNT-000335,CAM-HAN-2023-00335,Hanwha,P3245-V,21,17,2023-09-21,1278.54,981.79,35,Repair,Good,149,2028-09-19,False,Asset Hanwha P3245-V - CNT-000335,2024-01-21,Active
336,CNT-000336,PHN-CIS-2021-00336,Cisco,T58A,12,23,2021-04-17,332.63,250.73,31,Repair,Excellent,125,2024-04-16,True,Asset Cisco T58A - CNT-000336,2024-05-28,Active
337,CNT-000337,DSK-HER-2018-00337,Herman Miller,Sit-to-Stand 7,15,11,2018-09-21,989.7,217.92,39,Retired,Good,93,2025-09-19,False,Asset Herman Miller Sit-to-Stand 7 - CNT-000337,2023-08-24,Active
338,CNT-000338,SWL-AUT-2021-00338,Autodesk,Microsoft 365 E3,26,42,2021-11-16,2447.2,1401.35,2,Active,Excellent,106,2024-11-15,True,Asset Autodesk Microsoft 365 E3 - CNT-000338,2023-05-11,Active
339,CNT-000339,PRN-KON-2022-00339,Konica Minolta,LaserJet M507dn,5,34,2022-03-02,1580.83,1324.67,39,Repair,Excellent,104,2025-03-01,True,Asset Konica Minolta LaserJet M507dn - CNT-000339,2023-10-18,Active
340,CNT-000340,MOB-MOT-2024-00340,Motorola,Moto G Power,7,10,2024-08-06,653.55,280.12,50,Active,Good,150,2026-08-06,True,Asset Motorola Moto G Power - CNT-000340,2023-09-28,Active
341,CNT-000341,DCK-LEN-2022-00341,Lenovo,USB-C Docking Station,24,7,2022-10-03,253.42,103.49,13,Maintenance,Good,5,2024-10-02,True,Asset Lenovo USB-C Docking Station - CNT-000341,2024-03-05,Active
342,CNT-000342,LBL-ZEB-2021-00342,Zebra,DYMO LabelWriter 550,20,33,2021-10-20,127.33,92.58,8,Active,Excellent,193,2024-10-19,True,Asset Zebra DYMO LabelWriter 550 - CNT-000342,2023-05-14,Active
343,CNT-000343,DSG-PLA-2020-00343,Planar,UltraView 65,29,31,2020-01-23,2884.17,817.92,25,Assigned,Good,197,2025-01-21,True,Asset Planar UltraView 65 - CNT-000343,2024-03-11,Active
344,CNT-000344,STR-SEA-2024-00344,Seagate,FlashArray//X70,9,17,2024-02-10,48666.8,26036.0,1,Retired,Excellent,49,2029-02-08,True,Asset Seagate FlashArray//X70 - CNT-000344,2023-05-01,Active
345,CNT-000345,PRJ-OPT-2021-00345,Optoma,VPL-FHZ85,13,17,2021-06-04,1041.73,647.19,35,Assigned,Fair,67,2024-06-03,False,Asset Optoma VPL-FHZ85 - CNT-000345,2023-10-10,Active
346,CNT-000346,KBM-MIC-2022-00346,Microsoft,150 Wireless Combo,25,31,2022-09-16,85.74,46.92,20,Repair,Fair,65,2024-09-15,True,Asset Microsoft 150 Wireless Combo - CNT-000346,2024-02-12,Active
347,CNT-000347,HHS-ZEB-2021-00347,Zebra,CT40 XP,28,22,2021-12-06,300.28,152.14,40,Retired,Excellent,141,2023-12-06,False,Asset Zebra CT40 XP - CNT-000347,2023-06-14,Active
348,CNT-000348,CAM-AXI-2024-00348,Axis,P3245-V,21,5,2024-03-16,1403.62,629.25,15,Assigned,Good,68,2029-03-15,False,Asset Axis P3245-V - CNT-000348,2023-02-08,Active
349,CNT-000349,RCK-MID-2023-00349,Middle Atlantic,N-Type 42U,30,41,2023-10-02,7592.87,5741.6,29,Active,Good,127,2030-09-30,True,Asset Middle Atlantic N-Type 42U - CNT-000349,2023-10-20,Active
350,CNT-000350,DKT-HP-2019-00350,HP,XPS Desktop,2,11,2019-11-02,1283.51,800.93,18,Disposed,Poor,23,2022-11-01,False,Asset HP XPS Desktop - CNT-000350,2023-12-28,Active
351,CNT-000351,PRJ-OPT-2023-00351,Optoma,PowerLite 2250U,13,47,2023-12-03,3717.12,2006.03,38,Assigned,Fair,144,2026-12-02,True,Asset Optoma PowerLite 2250U - CNT-000351,2023-10-11,Active
352,CNT-000352,LBL-DYM-2021-00352,Dymo,H-Class 4,20,7,2021-10-01,282.78,120.38,5,Maintenance,Fair,144,2024-09-30,True,Asset Dymo H-Class 4 - CNT-000352,2023-12-15,Active
353,CNT-000353,SWL-AUT-2023-00353,Autodesk,AutoCAD 2024,26,49,2023-08-13,2859.53,2047.35,50,Assigned,Excellent,87,2026-08-12,False,Asset Autodesk AutoCAD 2024 - CNT-000353,2023-01-29,Active
354,CNT-000354,MON-LG-2021-00354,LG,UltraSharp U2722D,4,15,2021-11-26,1194.2,766.12,27,Assigned,Good,81,2024-11-25,False,Asset LG UltraSharp U2722D - CNT-000354,2023-01-10,Active
355,CNT-000355,TAB-MIC-2021-00355,Microsoft Surface,iPad Pro 12.9,8,12,2021-11-24,1303.18,209.58,21,Assigned,Good,122,2023-11-24,True,Asset Microsoft Surface iPad Pro 12.9 - CNT-000355,2023-10-03,Active
356,CNT-000356,DCK-HP-2023-00356,HP,USB-C Docking Station,24,14,2023-04-08,480.94,383.88,13,Lost,Good,59,2025-04-07,True,Asset HP USB-C Docking Station - CNT-000356,2023-12-31,Active
357,CNT-000357,KBM-LOG-2018-00357,Logitech,MX Keys S,25,35,2018-11-22,148.53,15.64,31,Assigned,Fair,11,2020-11-21,False,Asset Logitech MX Keys S - CNT-000357,2024-05-19,Active
358,CNT-000358,CHR-HER-2021-00358,Herman Miller,Generation Chair,16,28,2021-04-25,1280.33,183.5,35,Active,Good,123,2026-04-24,False,Asset Herman Miller Generation Chair - CNT-000358,2023-12-22,Active
359,CNT-000359,HHS-HON-2018-00359,Honeywell,DS9908,28,1,2018-12-17,660.07,429.95,14,Assigned,Good,173,2020-12-16,False,Asset Honeywell DS9908 - CNT-000359,2023-11-30,Active
360,CNT-000360,LBL-BRO-2022-00360,Brother,DYMO LabelWriter 550,20,22,2022-05-08,288.59,250.16,12,Assigned,Poor,94,2025-05-07,False,Asset Brother DYMO LabelWriter 550 - CNT-000360,2023-08-04,Active
361,CNT-000361,EHD-LAC-2024-00361,LaCie,Rugged 4TB,23,37,2024-07-09,179.16,99.82,15,Lost,Good,176,2026-07-09,True,Asset LaCie Rugged 4TB - CNT-000361,2023-10-04,Active
362,CNT-000362,WBD-MIC-2019-00362,Microsoft Surface Hub,Hub 2S 55,18,1,2019-03-26,4828.42,1060.51,27,Assigned,Good,46,2024-03-24,False,Asset Microsoft Surface Hub Hub 2S 55 - CNT-000362,2023-11-20,Active
363,CNT-000363,UPS-TRI-2021-00363,Tripp Lite,Smart-UPS 1500VA,10,17,2021-02-23,1067.71,290.82,41,Active,Excellent,122,2026-02-22,False,Asset Tripp Lite Smart-UPS 1500VA - CNT-000363,2023-12-09,Active
364,CNT-000364,PHN-YEA-2020-00364,Yealink,T58A,12,39,2020-01-14,204.56,162.4,37,Repair,Good,51,2023-01-13,False,Asset Yealink T58A - CNT-000364,2023-06-28,Active
365,CNT-000365,PHN-YEA-2024-00365,Yealink,DP720,12,19,2024-12-15,550.33,222.8,41,Active,Good,119,2027-12-15,False,Asset Yealink DP720 - CNT-000365,2023-12-12,Active
366,CNT-000366,CAM-HIK-2018-00366,Hikvision,P3245-V,21,19,2018-03-11,496.68,175.58,18,Repair,Poor,182,2023-03-10,False,Asset Hikvision P3245-V - CNT-000366,2023-10-05,Active
367,CNT-000367,KBM-APP-2021-00367,Apple,150 Wireless Combo,25,16,2021-03-06,220.84,44.18,17,Retired,Good,170,2023-03-06,True,Asset Apple 150 Wireless Combo - CNT-000367,2023-08-04,Active
368,CNT-000368,PRJ-EPS-2018-00368,Epson,PowerLite 2250U,13,34,2018-08-18,688.39,493.4,6,Active,Fair,196,2021-08-17,True,Asset Epson PowerLite 2250U - CNT-000368,2023-06-09,Active
369,CNT-000369,CAM-HIK-2019-00369,Hikvision,QNV-8080R,21,9,2019-04-24,569.43,342.33,11,Active,Excellent,135,2024-04-22,False,Asset Hikvision QNV-8080R - CNT-000369,2024-01-01,Active
370,CNT-000370,HHS-MOT-2024-00370,Motorola Solutions,DS9908,28,45,2024-09-09,748.55,155.77,12,Repair,Excellent,139,2026-09-09,False,Asset Motorola Solutions DS9908 - CNT-000370,2024-03-21,Active
371,CNT-000371,RCK-PAN-2022-00371,Panduit,BGR Series 42U,30,27,2022-04-26,1171.66,405.74,10,Active,Excellent,67,2029-04-24,True,Asset Panduit BGR Series 42U - CNT-000371,2023-01-01,Active
372,CNT-000372,PHN-YEA-2022-00372,Yealink,DP720,12,31,2022-01-23,564.94,484.47,1,Disposed,Poor,77,2025-01-22,True,Asset Yealink DP720 - CNT-000372,2023-10-27,Active
